file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1a,963,asother,"My best friend started talking to this guy about a month before she went to college. At her first day of college, I had figured that she would move on from this guy and forget about him, so I had asked her if I could ask him for his snapchat because I am extremely attracted to him, even though I know she liked him and was still talking to him. When I had asked if I could ask his for it, she said ""what would you do that for?"" and I had just sent a picture back to her because I could tell it had annoyed her. Regardless of her feelings, I decided to go and ask him for his snapchat anyways and not tell her. We started talking a bit on snapchat and I continued to hide it from her. One night, when I was intoxicated I texted her telling her about the situation, making her feel guilty for wanting something with this guy. I had explained to her that she was super far away and that this was only physical, thinking it made her feel better even though she was mostly upset about the lying. This isn't the first time I had tried to take the guy she was talking to from her, I'm a libra by the way. We ended up fighting about the lying and how I constantly go after guys that she likes but we made up.",242,13.49,94.63,3.26,25.77,24.2,13.64,99.17,67.77,28.1,21.49,7.44,1.24,0.41,12.4,0,6.61,4.13,14.46,9.09,8.68,7.85,0.83,25.21,3.72,1.65,1.65,1.24,0.41,4.96,2.48,2.48,0.83,1.65,0,25.62,0,2.48,8.68,5.79,12.81,3.31,2.48,3.72,1.65,0.41,2.89,2.07,0.41,0.41,1.24,0.83,0,0.83,0,0,7.44,3.31,2.48,1.24,1.24,0.41,11.98,7.44,0,12.4,2.07,3.72,7.02,0.83,1.24,0,0,0,0,1.65,0,1.24,0,0,0.41,9.5,3.72,3.72,0,0,0.41,0,0,0.83,0.83,0,0
1a,970,asother,"Context: Every year we come to Argentina to spend the holidays which usually is all of December. This year due to covid we could stay for three months which would be until the end of February. My dad is opening a department here for his job and needs to hire 50 people, so it would be better to stay longer because it would give him more time to hire people. We also haven't been able to visit my grandmas (due to covid) which live in different cities.Due to all of these things we will not be coming back to the U.S by the end of February.

My son wants to go back to Eugene to hang out with his friends and party, but he's being selfish and doesn't understand that we need to go visit my mom and my husbands mom and he also doesn't understand that it'll be easier for my husband to do his job if we are here for longer. He's just being selfish and doesn't understand that the world doesn't revolve around him.",179,28.41,84.28,26.98,35.53,29.83,11.73,95.53,60.34,18.44,11.73,3.35,3.35,0.56,4.47,0,6.7,3.35,16.2,13.41,5.59,7.26,3.35,24.02,3.35,3.35,1.68,1.12,2.23,2.79,1.68,1.12,0,0,0,15.64,3.91,0.56,1.68,6.7,11.17,1.68,0.56,4.47,1.12,1.68,2.79,0,0,0,0,0.56,0,0.56,0,0,6.7,5.59,1.12,0,0.56,0,0.56,17.32,2.23,18.44,5.59,6.15,8.94,2.79,1.12,0,0.56,0,0,0.56,0,0.56,0,0,0,11.73,4.47,1.12,0.56,0,0,0,0,0,4.47,1.12,0
1a,973,asother,"my downstairs neighbor keeps texting me in the middle of the night complaining of the noise I make. I apologized for the noise and it seemed to pacify him. I don't intend on making too much noise, however, I'm extraverted, and loud music is simulating to me. I'm a young man and am quite naive to be conscious of others and their space. hopefully, as time marches on I'll realize how to carry myself properly. I live in the upstairs apartment/condo and it is substantially more expensive to live up there. I have a degree of entitlement that my stubborn mind refuses to put aside. Perhaps I'm bitter because of the very expensive fee. I will work toward understanding others and having empathy for other people. maybe the pandemic has many people irritated and upset and this conflict resulted because of it. common sense will ultimately evolve my thinking and help me be a better neighbor. Apartment living is a communal protocol and I will eventually understand that.",169,41.06,27.71,87.19,6.22,14.08,22.49,91.72,56.8,17.16,11.83,10.65,0,0,0.59,0.59,5.33,6.51,12.43,10.06,5.92,8.88,0.59,17.75,4.73,2.37,0.59,0,1.78,4.14,1.18,2.96,1.18,1.18,0,7.69,0,1.18,0,1.18,13.02,4.14,4.14,0.59,2.96,0,2.37,4.14,0,2.96,0,1.78,0,1.78,0,0,6.51,3.55,1.18,2.37,0.59,0,0.59,11.83,3.55,11.83,1.18,7.1,2.96,0.59,0.59,2.96,1.78,0,0,0,0,0,0,0,0,13.02,7.1,2.37,0,0,0,0,0,0,2.96,0,0.59
1a,979,asother,"One night, I was feeling incredibly low, lonely, and stressed. My father had just yelled at me about saving money for college, and told me that I had no option but to go somewhere I wasn't sure if I wanted to go. Usually in these scenarios I can rely on my boyfriend to make me feel better. He always assures me that things are okay and talks me out of my bad moods. However, that night he was out with his friends partying, and wasn't doing a super good job responding to my texts. This only added to my high levels of stress. When I finally got a hold of him, it turned into an argument rather than a conversation where he made me feel better about my night and my situation. I definitely made him feel guilty for not being there for me, and said some things to him that I didn't mean out of all my negative emotions. However, he crossed the line when he told me that I was pressuring him into stopping what he was doing, and that my ""anxiety sucks sometimes."" This turned into a full blown verbal conflict between the two of us as neither of us could realize that we said things we did not mean, and could have done better to voice how we felt.",223,14.31,26.51,81.85,19.11,22.3,13.45,95.07,64.13,26.01,18.83,11.66,2.24,0,4.93,0,6.73,3.14,13.9,8.52,7.17,7.17,3.59,19.28,5.38,2.69,2.24,0.9,1.35,10.31,4.48,4.93,2.24,1.35,0.9,12.56,0.45,0.9,0,5.83,16.59,3.59,1.79,2.24,2.69,2.24,5.38,4.04,0,1.79,2.24,0,0,0,0,0,8.97,4.04,1.79,0.9,2.69,0.9,10.76,6.28,0,13,1.79,6.73,4.48,0.9,0.45,0,0.9,0,0,0.9,0.45,0,0.45,0,0,11.66,4.48,4.93,0,0,0,0,0,0.9,1.35,0,0
1a,984,asother,"One of the most recent conflict I had with this individual involved a consistent discussion of my political stance and the fact that I do not support Trump. I had been friends with this person since I was in kindergarten, but they only began to demonstrate their political views during my last year in high school. I brought up that I did not support Trump and jokingly said that I should get them an ACAB pin to match mine for Christmas. This comment resulted in the brother threatening to vandalize my car and 'beat the shit out of me' and one of their other close friends threatening to do something similar. This was challenging for me because we had only had slight banter about politics and never had gotten heated so hearing people close to them getting so upset made me worry that I had hurt them. After messaging them to apologize and ask if my comment had really gone to far, they brushed it off and said that no their brother and friend were overreacting. I didn't understand this because they were in the same room as both their brother and friend and yet didn't care to explain to them that it was just a comment and not a attack on their political stanse or them as a person despite us being friends for over 16 years. I ended up communicating that I did not feel comfortable continuing to be friends with them out of fear not only for my own safety, but that my views were hurting my friend more than she cared to admit.",267,36.12,53,80.76,15.27,33.38,17.98,93.63,61.42,21.35,14.98,8.24,0.75,0,0.37,5.62,6.37,3.75,15.73,8.61,3.75,7.87,3.37,16.48,6.74,3.37,0,1.12,1.12,5.99,2.62,3.37,1.87,1.5,0.75,17.6,1.12,2.62,0.37,1.12,10.86,1.5,1.87,0.75,1.5,0.75,5.62,3.37,0.75,1.12,1.5,0.37,0.37,0,0,0,12.36,5.62,0.75,4.87,1.12,1.12,10.11,4.87,0,11.99,1.12,6.37,4.49,2.62,0,0.37,0,0.37,0,0.37,0.37,0,0,0,0,5.62,3,1.12,0,0,0,0,0,0,1.5,0,0
1a,987,asother,"We had been planning a mutual agreement about what he will do when I take a vacation in February. He said that he shouldn't be busy by that point. Now, after several months of planning, he comes to me and tells me that he has a conflict during this time that he said he was open a month before my vacation. Now I have to contact some other people to tell them that he won't be available, because he made a bad call about when he would be open. I understand that he is his own person and is able to make his own judgement about this kind of thing. But I wish he would have considered the possibility of this inconvenience before he told me he would be open! Especially because it's his own family he failed to consider. This happens so often between the two of us. It's as though he never considers anybody other than himself. I'm so tired of having to continually talk about this kind of thing with him, and wish he could grow up already.",179,5.85,89.04,1.48,17.63,17.9,16.2,96.09,69.27,29.61,18.99,5.03,1.12,0,12.29,0.56,10.61,3.91,13.97,13.41,8.94,6.7,1.68,24.58,3.91,2.79,1.68,0.56,1.12,1.68,0.56,1.12,0,0,0.56,20.67,0.56,0.56,0,12.29,15.64,2.23,2.23,3.91,3.35,1.12,2.79,1.12,0,1.12,0,0.56,0,0.56,0,0,6.15,1.68,2.23,1.68,0.56,1.12,4.47,16.2,3.35,13.97,1.12,3.35,9.5,1.12,1.68,0.56,0,0,0,0,0,0,0,0,0,10.61,5.03,2.23,0,0,0,0.56,0,0,2.79,0,0
1a,991,asother,Maci and I haven't talked in a few days. She is upset that I went and hung out with David. I know it wasn't a good idea to go see him but it's my life and I want to make my own decisions and not be judged for them. Then she bought a flight to Miami without telling me first and is going to Portland this weekend and I want her to meet Allie and Bella. I am upset that she isn't making me a priority and doesn't care anymore. This is our first time really fighting and there's just weird tension.,102,7.97,14.04,77.28,1.76,17,8.82,91.18,60.78,23.53,16.67,9.8,0.98,0,4.9,0.98,6.86,3.92,9.8,10.78,2.94,10.78,5.88,24.51,3.92,0,0,1.96,0.98,6.86,1.96,4.9,2.94,0.98,0,10.78,0,0,3.92,0.98,13.73,2.94,1.96,1.96,0,0,6.86,0.98,0.98,0,0,0.98,0,0.98,0,0,5.88,1.96,1.96,0.98,0.98,0,3.92,17.65,1.96,12.75,3.92,1.96,6.86,0,0.98,0,0.98,0,0,0,0,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,5.88,0,0
1a,996,asother,"We don't see eye to eye sometimes. For example, we are both very stubborn which leads us to think we are the only ones who could be correct. We fight over a lot of the little things. One conflict we have is about the pandemic and who we can see. I am very into working out and staying safe while working out but I am used to having a buddy who workouts with me. She thinks that I am going to get Covid-19 if I see anyone else outside. I have self isolated to be able to workout with this person despite being in the pandemic because it is the safest way. She has me wear a mask around her to not get her sick even though there is no possible way I could get Covid. It is an issue thatch not be rationalized because we are both stubborn. So in no way will it be solved. This causes an ongoing tension between us.",165,26.98,72.77,35.6,3.15,15,13.94,92.73,64.85,20,12.73,4.85,5.45,0,2.42,0,7.27,6.06,13.33,14.55,5.45,5.45,3.03,24.24,1.82,0.61,2.42,1.21,1.82,4.85,1.21,3.64,0.61,1.82,0.61,12.73,0,0.61,2.42,0.61,13.94,2.42,4.24,1.82,3.03,0.61,4.24,3.03,3.03,0,0,3.64,1.82,1.82,0,0,12.73,6.06,3.03,1.21,1.82,1.21,1.21,16.97,1.21,11.52,1.82,9.09,1.21,1.82,1.21,0,0,0,0,0,0,0,0,0,0,8.48,6.67,0.61,0,0,0,0,0.61,0,0.61,0,0
1a,1001,asother,"We got into a fight about something pretty stupid. The problem was, we misunderstood each other over text and neither of us knew what the other was feeling. We ended up not talking about it for a while but I was still pretty bitter. I didn't talk to him for a couple hours because I thought it would be awkward to approach the subject. Which is funny, because now that I think about it, there wasn't even a problem. Just an initial reaction I had that never went away because I didn't get closure. Once I think about it now, I realize how dumb it was. If I would have just approached the subject, then we could have cleared up the confusion. The same thing is probably gonna happen again sometime soon. I don't know why, but it's never easy for me to bring up when something is bothering me. It's often easier to just give it some time, and then approach it once I've thought about it enough.",169,5.74,17.19,98.25,6.22,15.36,16.57,97.04,68.64,22.49,11.24,7.69,2.96,0,0.59,0,11.24,6.51,11.24,12.43,13.02,7.69,4.73,22.49,4.73,1.78,2.96,1.18,1.78,7.69,2.96,4.73,0.59,2.96,0,6.51,0,0,0,0.59,24.85,5.92,3.55,3.55,5.92,1.18,5.92,1.18,0,0,0.59,0,0,0,0,0,9.47,2.96,0,2.37,2.96,1.18,7.69,12.43,2.96,18.34,3.55,3.55,11.24,0,0,0,0,0,0,1.18,0.59,0.59,0,0,0,14.79,6.51,4.14,0,0,0,0,0,0,4.14,0,0
1a,1002,asother,"One time she got mad at me because I was making fun of her outfit. I thought I was being funny but she got really tense. I always mess around with her but never about how she looks. I know she cares about fashion and her style, but I didn't think this would offend her. I just didn't think the outfit suited her and wanted to be straight-forward. I think she needs to calm down and be a more relaxed person. She needs to understand that not everyone will agree with her. Not everyone will always like how she dresses. I don't think I was in the wrong in this situation. She's so uptight.",115,4.45,24.32,22.78,25.77,11.5,10.43,93.91,64.35,26.09,21.74,9.57,0,0,12.17,0,4.35,2.61,12.17,11.3,7.83,8.7,5.22,24.35,5.22,1.74,1.74,0.87,0.87,10.43,5.22,5.22,1.74,1.74,0,14.78,0,0,12.17,0,24.35,6.09,3.48,3.48,0,4.35,6.96,0.87,0.87,0,0,0,0,0,0,0,3.48,0,0,0.87,1.74,0.87,6.96,12.17,1.74,9.57,0.87,6.09,4.35,0,1.74,0,0,0,0,0.87,0,0,0.87,0,0,13.91,8.7,0.87,0,0,0,0,0.87,0,3.48,0,0
1a,1008,asother,The conflict is that Marissa is unreasonable. She should not be able to talk to people I do not like even if I hang out with people that use to bully her in school. I have to bring down Marissa just to start conversations with boys because I think it makes me cool. I always expect all of her time and I want her to myself. When Marissa left to college I started to sleep with all the people she slept with or had a crush on then I would flaunt in Marissa's face they all wanted me. I also copy her every move I ask where she gets clothes. I play victim in every situation. I ask for people to be honest then get mad when they say what I don't want to hear. I get mad when Marissa is not by my side every second when we go out. I also do not like confrontation so I will act like a victim because its easier for me.,167,33.8,35.95,53.71,36.28,16.7,10.18,91.62,57.49,21.56,18.56,12.57,0.6,0,4.19,1.2,2.99,2.4,15.57,6.59,5.99,8.38,1.8,19.16,1.8,1.2,3.59,0.6,3.59,6.59,3.59,2.99,0,1.8,0,12.57,0,0,4.19,0.6,13.17,0.6,2.4,4.19,1.2,4.19,2.4,1.8,0,1.2,0.6,2.4,2.4,0,0,0,5.99,1.2,0.6,2.4,1.8,0,2.99,14.97,2.4,14.37,2.4,5.99,5.99,1.2,0.6,0,0,0,0,0.6,0,0,0.6,0,0,7.19,5.99,0,0,0,0,0,0,0,1.2,0,0
1a,1011,asother,He won't listen! I keep on trying to help him understand the values of the church and I want to share my love for the church with him. He is so stubborn to not want to listen to the teachings from the church. He thinks that religion is overall a bad thing from looking at history. That isn't what the church is for. Sure there are bad and good people in the church but it isn't right to judge an entire organization for the misdeeds of a few.,88,90.34,50,1.56,68.66,14.67,10.23,98.86,61.36,14.77,9.09,3.41,0,0,5.68,0,5.68,12.5,19.32,7.95,2.27,4.55,4.55,18.18,1.14,0,1.14,0,2.27,9.09,5.68,3.41,0,1.14,0,12.5,0,0,0,5.68,13.64,2.27,0,2.27,2.27,2.27,4.55,3.41,1.14,2.27,0,1.14,0,0,0,0,15.91,9.09,1.14,3.41,1.14,2.27,0,15.91,1.14,5.68,0,4.55,1.14,2.27,0,0,0,6.82,0,0,0,0,0,0,0,10.23,5.68,0,0,0,0,1.14,0,0,3.41,0,0
1a,1016,asother,"A recent conflict that I have had with another person is my older sister. Now I am going to describe the conflict from her perspective. I called my sister, Eleanor to see how her day was. She was slightly upset because she had set a boundary with our mom and told her she didn't want to speak to her on the phone for a bit. She was sad because after setting the boundary she thought it seemed like our mom didn't care. However, I had spoken to my Mom earlier in the week and I knew she was very upset and hurt. I wanted Ellie to know this so I told her our Mom was super upset. This upset her more but I was only trying to make her feel better. It feels like she is shutting me down lately when I try to talk to her about mom or her feelings. She told me I wasn't being empathetic but I have been trying very hard to be empathetic. I don't understand why she is upset with me since I was only trying to help. I care about her a lot and I want her to be okay. I love her very much.",203,13.47,72.27,11.5,18.51,15.62,9.85,95.07,64.53,25.62,22.66,10.84,1.48,0,10.34,0,2.96,3.94,12.81,11.82,6.9,6.4,1.97,24.63,6.9,3.94,1.48,0,2.46,6.4,2.96,3.45,2.46,0,0.99,20.69,3.45,0,13.79,0,14.78,4.43,2.96,1.48,3.45,0,3.45,4.43,0.49,1.48,2.46,0.49,0,0,0,0,7.88,4.43,2.96,0.99,0.49,0,11.33,11.82,0.49,6.9,0.49,1.48,4.93,0,0,0,0,0,0,0.49,0,0,0.49,0,0,9.36,6.4,0.99,0,0,0,0,0,0,1.97,0,0
